ID;Age;Gender;Income;EnrollmentStart;EnrollmentFinish;LastPeriodStart;LastPeriodFinish;DateLastVisit;DaysWithoutFrequency;LifetimeValue;UseByTime;AthleticsActivities;WaterActivities;FitnessActivities;DanceActivities;TeamActivities;RacketActivities;CombatActivities;NatureActivities;SpecialActivities;OtherActivities;NumberOfFrequencies;AttendedClasses;AllowedWeeklyVisitsBySLA;AllowedNumberOfVisitsBySLA;RealNumberOfVisits;NumberOfRenewals;HasReferences;NumberOfReferences;Dropout
19525;28;Female;3360.0;2014-11-03;2015-09-16;2014-07-01;2015-06-30;2014-12-04;286;118.2;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0;7.0;28.98;1;1;0.0;0;1
19526;38;Female;2190.0;2017-04-20;2017-05-21;2017-01-01;2017-06-30;2017-04-27;24;41.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;7.0;30.03;1;0;0.0;0;1
19527;24;Male;1740.0;2015-02-14;2018-09-07;2018-07-01;2018-12-31;2018-07-31;38;1029.9;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;172.0;0;7.0;4.97;0;4;0.0;0;1
19528;54;Male;4920.0;2016-09-21;2019-10-13;2019-07-01;2019-12-31;2019-04-05;191;1242.7;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;140.0;110;3.0;26.13;0;3;0.0;0;1
19529;1;Female;0.0;2018-09-12;2018-10-31;2018-07-01;2018-12-31;2018-10-20;11;108.4;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4;2.0;14.0;4;0;0.0;0;1
19530;29;Female;2640.0;2018-11-05;2018-12-11;2018-07-01;2018-12-31;2018-11-26;15;42.0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;7.0;35.98;1;0;0.0;0;1
19531;20;Female;1920.0;2014-10-28;2015-09-16;2015-01-01;2015-12-31;2015-07-03;75;179.2;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0;7.0;60.97;2;1;0.0;0;1
19532;24;Male;1920.0;2015-10-05;2017-08-29;2017-07-01;2017-12-31;2017-07-28;32;551.7;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;116.0;0;7.0;18.97;4;3;0.0;0;1
19533;23;Female;1800.0;2014-11-03;2015-09-16;2015-01-01;2015-06-30;2015-06-09;99;167.2;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53.0;0;7.0;28.98;6;1;0.0;0;1
19534;21;Female;1940.0;2017-10-02;2019-06-11;2019-01-01;2019-06-30;2019-05-29;13;173.1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;0;7.0;39.97;8;1;0.0;0;1
19535;25;Female;2020.0;2017-10-19;2018-11-11;2018-07-01;2018-12-31;2018-10-29;13;274.9;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.0;0;7.0;60.97;13;1;0.0;0;1
19536;14;Female;0.0;2014-10-18;2015-09-16;2015-01-01;2015-06-30;2014-11-01;319;225.7;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2;2.0;17.42;0;1;1.0;2;1
19537;22;Female;2130.0;2019-06-07;2019-06-07;2019-07-01;2019-12-31;2019-10-01;30;96.2;0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0;7.0;60.97;6;1;0.0;0;0
19538;18;Female;1560.0;2014-10-21;2017-08-29;2017-01-01;2017-12-31;2017-07-10;50;944.9;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;32.0;33;4.0;34.84;2;4;0.0;0;1
19539;28;Female;2210.0;2015-09-26;2015-09-26;2019-01-01;2019-06-30;2019-10-21;10;1334.4;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;97.0;97;4.0;34.84;3;4;0.0;0;0
19540;23;Male;1750.0;2016-09-16;2017-07-27;2017-01-01;2017-12-31;2017-02-13;164;162.35;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;10.0;0;7.0;60.97;0;0;0.0;0;1
19541;20;Male;2160.0;2015-04-14;2015-09-16;2015-01-01;2015-06-30;2015-04-23;146;37.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0;7.0;28.98;3;1;0.0;0;1
19542;51;Female;3180.0;2015-10-01;2016-07-31;2016-01-01;2016-12-31;2016-07-19;12;317.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.0;48;4.0;34.84;14;0;0.0;0;1
19543;21;Male;1860.0;2015-03-09;2016-12-04;2016-07-01;2016-12-31;2016-12-02;2;187.2;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.0;0;7.0;30.03;25;2;0.0;0;1
19544;21;Female;2140.0;2018-02-20;2018-05-08;2018-01-01;2018-06-30;2018-03-23;46;75.4;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;7.0;0;7.0;60.97;4;0;0.0;0;1
19545;42;Male;4270.0;2014-12-26;2014-12-26;2019-07-01;2019-12-31;2019-10-29;2;1600.65;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;217.0;0;7.0;60.97;8;5;0.0;0;0
19546;9;Female;0.0;2015-10-01;2015-10-01;2019-07-01;2019-12-31;2019-10-29;2;1505.9;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;143.0;132;2.0;17.42;8;4;0.0;0;0
19547;22;Male;1060.0;2015-06-05;2015-09-16;2015-01-01;2015-12-31;2015-06-25;83;29.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0;7.0;28.98;5;1;0.0;0;1
19548;9;Male;0.0;2017-06-28;2017-06-28;2019-07-01;2019-12-31;2019-10-30;1;812.05;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.0;48;2.0;13.42;5;3;0.0;0;0
19549;2;Male;0.0;2017-03-31;2018-06-07;2018-01-01;2018-06-30;2018-04-28;40;513.0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;19;2.0;17.42;3;2;0.0;0;1
19550;7;Female;0.0;2015-02-03;2015-09-16;2015-01-01;2015-12-31;2015-05-06;133;183.6;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4;1.0;8.71;0;1;1.0;3;1
19551;43;Female;3700.0;2016-11-02;2017-10-02;2017-07-01;2017-12-31;2017-09-20;12;330.35;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0;7.0;21.0;4;1;0.0;0;1
19552;32;Male;2480.0;2016-06-29;2017-07-31;2017-01-01;2017-06-30;2017-04-12;110;237.6;1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.0;0;7.0;30.03;13;2;0.0;0;1
19553;29;Female;1420.0;2018-01-08;2019-10-13;2019-07-01;2019-12-31;2019-07-29;76;558.2;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;116;4.0;34.84;0;2;0.0;0;1
19554;60;Female;6900.0;2015-10-21;2018-12-11;2018-07-01;2018-12-31;2018-11-09;32;495.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;94.0;0;7.0;35.98;5;3;0.0;0;1
19555;25;Female;2290.0;2015-03-23;2015-09-16;2015-01-01;2016-06-30;2015-05-25;114;100.6;0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;7.0;7;2.0;68.58;0;1;0.0;0;1
19556;48;Female;5210.0;2019-09-02;2019-10-13;2019-07-01;2019-12-31;2019-09-06;37;65.2;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0;;41.02;2;0;0.0;0;1
19557;30;Female;;2017-01-23;2017-02-22;2017-01-01;2017-06-30;2017-02-10;12;47.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0;7.0;30.03;3;0;0.0;0;1
19558;21;Male;2030.0;2018-10-11;2018-12-11;2018-07-01;2018-12-31;2018-11-16;25;53.7;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0;7.0;34.02;1;0;0.0;0;1
19559;20;Female;1550.0;2018-11-13;2018-12-11;2018-07-01;2018-12-31;2018-11-28;13;47.4;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0;7.0;28.0;3;0;0.0;0;1
19560;18;Female;1570.0;2019-10-21;2019-10-31;2019-07-01;2019-12-31;2019-10-31;0;73.0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0;;10.01;7;0;0.0;0;0
19561;37;Female;2790.0;2017-11-20;2017-11-20;2019-01-01;2019-06-30;2019-10-30;1;546.6;0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.0;84;2.0;17.42;8;2;0.0;0;0
19562;19;Female;1580.0;2018-03-05;2018-06-07;2018-01-01;2018-06-30;2018-04-12;56;60.4;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0;7.0;60.97;2;0;0.0;0;1
19563;34;Male;3810.0;2014-09-29;2014-09-29;2019-07-01;2019-12-31;2019-10-31;0;2534.6;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;597.0;0;7.0;60.97;48;5;0.0;0;0
19564;42;Male;4700.0;2014-12-01;2016-07-31;2016-01-01;2016-12-31;2016-07-11;20;511.8;1;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.0;22;2.0;17.42;1;1;0.0;0;1
19565;69;Male;6350.0;2016-02-17;2016-07-31;2016-01-01;2016-12-31;2016-07-18;13;189.5;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;0;7.0;60.97;2;0;0.0;0;1
19566;26;Female;2520.0;2015-05-06;2015-09-16;2015-01-01;2015-12-31;2015-07-13;65;111.9;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;6;2.0;17.42;2;1;0.0;0;1
19567;21;Female;1790.0;2014-09-22;2015-09-16;2014-07-01;2015-06-30;2014-12-01;289;166.2;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;14.0;0;7.0;60.97;1;1;0.0;0;1
19568;34;Male;2250.0;2016-07-08;2018-07-31;2018-01-01;2018-12-31;2018-05-18;74;205.1;1;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;0;7.0;60.97;5;3;0.0;0;1
19569;32;Male;3890.0;2015-09-18;2015-12-05;2015-07-01;2015-12-31;2015-11-04;31;123.6;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;7.0;7;2.0;16.58;3;0;0.0;0;1
19570;22;Female;1660.0;2016-03-01;2016-05-05;2016-01-01;2016-06-30;2016-03-23;43;52.85;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0;7.0;60.97;2;0;0.0;0;1
19571;25;Male;2060.0;2017-03-02;2017-06-09;2017-01-01;2017-06-30;2017-05-19;21;85.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;0;7.0;30.03;3;0;0.0;0;1
19572;8;Male;0.0;2014-09-27;2018-07-31;2018-01-01;2018-12-31;2018-07-19;12;955.0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51.0;45;2.0;17.42;1;3;0.0;0;1
19573;20;Female;1340.0;2017-11-14;2017-11-14;2019-07-01;2019-12-31;2019-10-16;15;315.3;0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;4;7.0;28.98;3;2;0.0;0;0
19574;21;Male;1580.0;2015-03-18;2015-09-16;2015-01-01;2015-12-31;2015-07-21;57;93.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;0;7.0;28.98;8;1;0.0;0;1
19575;32;Female;3470.0;2015-07-29;2015-11-05;2015-07-01;2015-12-31;2015-09-24;42;54.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0;7.0;52.01;3;1;0.0;0;1
19576;47;Male;4430.0;2015-10-09;2015-10-09;2019-07-01;2019-12-31;2019-07-30;93;1229.2;0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;645.0;7;7.0;60.97;0;4;0.0;0;0
19577;26;Female;3170.0;2014-09-29;2015-09-16;2014-07-01;2015-06-30;2014-10-20;331;105.7;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;1;2.0;17.42;0;1;0.0;0;1
19578;16;Male;0.0;2016-04-15;2016-07-31;2016-01-01;2016-12-31;2016-07-09;22;131.0;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;12.0;12;4.0;34.84;5;0;0.0;0;1
19579;8;Female;0.0;2017-01-18;2017-08-29;2017-01-01;2017-12-31;2017-05-06;115;182.35;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;7.0;4;1.0;12.86;0;0;0.0;0;1
19580;35;Male;2890.0;2018-03-14;2018-06-07;2018-01-01;2018-06-30;2018-04-09;59;71.4;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0;7.0;60.97;2;0;0.0;0;1
19581;36;Female;3720.0;2017-02-02;2017-08-29;2017-01-01;2017-12-31;2017-06-05;85;171.6;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;0;7.0;60.97;1;0;0.0;0;1
19582;50;Female;4420.0;2015-07-16;2016-07-31;2016-01-01;2016-06-30;2016-02-24;158;145.1;1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46.0;0;7.0;59.99;3;2;0.0;0;1
19583;41;Male;4290.0;2015-10-24;2016-02-04;2015-07-01;2016-06-30;2015-12-17;49;103.6;0;0.0;0.0;0.0;;0.0;1.0;0.0;0.0;0.0;0.0;6.0;2;1.0;8.86;2;0;0.0;0;1
19584;20;Female;1850.0;2014-09-26;2015-09-16;2015-01-01;2015-06-30;2015-03-25;175;113.2;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0;7.0;28.98;4;1;0.0;0;1
19585;26;Male;2240.0;2014-10-03;2015-09-16;2014-07-01;2015-06-30;2014-10-08;343;95.2;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;7.0;60.97;0;1;0.0;0;1
19586;19;Female;2010.0;2015-10-15;2016-03-06;2016-01-01;2016-06-30;2016-01-21;45;145.5;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;17.0;0;7.0;59.99;2;0;0.0;0;1
19587;32;Female;1470.0;2016-02-29;2016-07-31;2016-01-01;2016-12-31;2016-06-24;37;161.6;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;42.0;0;7.0;60.97;12;0;0.0;0;1
19588;21;Female;1860.0;2018-10-01;2018-12-11;2018-07-01;2018-12-31;2018-11-29;12;59.5;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.0;0;7.0;60.97;27;0;0.0;0;1
19589;19;Male;1580.0;2015-03-09;2016-06-04;2016-01-01;2016-06-30;2016-03-07;89;389.7;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;19.0;19;4.0;34.84;0;2;0.0;0;1
19590;23;Female;1470.0;2014-10-08;2015-09-16;2015-01-01;2015-12-31;2015-03-27;173;323.2;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;17.0;0;7.0;60.97;0;1;0.0;0;1
19591;21;Female;1540.0;2018-02-23;2018-02-23;2019-07-01;2019-12-31;2019-10-25;6;308.8;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;31.0;0;7.0;49.98;6;2;0.0;0;0
19592;20;Female;1910.0;2015-03-25;2015-09-16;2015-01-01;2015-12-31;2015-04-27;142;49.6;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0;7.0;60.97;0;1;0.0;0;1
19593;55;Male;6920.0;2014-11-10;2017-07-31;2016-07-01;2017-06-30;2017-02-09;172;603.4;1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;68.0;0;7.0;62.02;5;2;1.0;1;1
19594;21;Female;1530.0;2017-05-05;2017-06-04;2017-01-01;2017-06-30;2017-05-22;13;43.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0;7.0;30.03;6;0;0.0;0;1
19595;25;Female;2610.0;2019-05-07;2019-07-09;2019-01-01;2019-12-31;2019-06-27;12;90.2;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0;2.0;17.42;7;0;0.0;0;1
19596;21;Male;;2019-04-29;2019-06-11;2019-01-01;2019-06-30;2019-05-22;20;38.5;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0;7.0;41.02;6;0;0.0;0;1
19597;26;Female;1240.0;2018-04-12;2018-06-07;2018-01-01;2018-06-30;2018-04-23;45;50.4;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0;7.0;56.0;6;0;0.0;0;1
19598;20;Female;1710.0;2015-12-04;2016-02-29;2015-07-01;2016-06-30;2016-01-15;45;83.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0;7.0;62.02;2;0;0.0;0;1
19599;29;Female;3290.0;2017-11-07;2018-05-08;2018-01-01;2018-06-30;2018-03-19;50;118.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0;7.0;60.97;5;0;0.0;0;1
19600;24;Female;1390.0;2015-01-02;2015-09-16;2015-01-01;2015-06-30;2015-06-25;83;123.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;77.0;0;7.0;28.98;20;1;0.0;0;1
19601;6;Female;0.0;2017-11-08;2017-11-08;2019-07-01;2019-12-31;2019-10-17;14;743.5;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;27;2.0;14.0;2;2;0.0;0;0
19602;34;Male;2650.0;2017-07-31;2018-07-31;2018-01-01;2018-12-31;2018-02-09;172;393.9;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;25;3.0;26.13;0;2;0.0;0;1
19603;21;Male;2190.0;2017-10-02;2017-10-02;2019-07-01;2019-12-31;2019-10-29;2;552.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;265.0;0;7.0;60.97;19;2;0.0;0;0
19604;23;Female;2230.0;2014-10-06;2016-07-08;2016-01-01;2016-12-31;2016-05-12;57;151.7;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;14.0;0;7.0;60.97;1;1;0.0;0;1
19605;24;Female;1730.0;2019-04-29;2019-04-29;2019-07-01;2019-12-31;2019-10-31;0;143.5;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46.0;0;7.0;21.98;7;1;0.0;0;0
19606;31;Male;2810.0;2017-11-06;2017-11-30;2017-07-01;2017-12-31;2017-11-13;17;78.6;0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;0;7.0;24.01;8;0;0.0;0;1
19607;29;Female;2630.0;2015-04-30;2015-09-16;2015-01-01;2015-12-31;2015-07-21;57;97.1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53.0;0;7.0;60.97;37;1;0.0;0;1
19608;5;Female;0.0;2016-04-09;2019-10-13;2019-07-01;2019-12-31;2019-07-26;79;1318.45;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;109.0;100;4.0;24.0;0;4;0.0;0;1
19609;39;Female;2920.0;2018-11-12;2019-06-11;2019-01-01;2019-06-30;2019-02-18;113;194.4;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0;7.0;60.97;0;0;0.0;0;1
19610;19;Male;1930.0;2019-09-09;2019-10-31;2019-07-01;2019-12-31;2019-10-24;7;68.2;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0;;28.98;5;0;0.0;0;0
19611;25;Female;2810.0;2017-09-01;2018-07-31;2018-01-01;2018-12-31;2017-09-27;307;58.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0;7.0;60.97;0;0;0.0;0;1
19612;23;Female;2320.0;2016-09-28;2017-02-10;2017-01-01;2017-06-30;2017-02-09;1;101.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;0;7.0;30.03;9;0;0.0;0;1
19613;21;Male;1360.0;2016-10-17;2016-10-17;2018-07-01;2019-06-30;2018-12-28;307;182.7;0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;;0;7.0;60.97;12;3;0.0;0;0
19614;9;Male;0.0;2015-02-24;2017-08-29;2017-01-01;2017-12-31;2017-06-22;68;1180.4;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;108.0;113;4.0;34.84;3;3;0.0;0;1
19615;21;Male;1790.0;2016-04-05;2016-12-03;2016-07-01;2016-12-31;2016-11-03;30;92.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0;7.0;30.03;2;1;0.0;0;1
19616;34;Female;900.0;2014-06-23;2015-09-14;2015-01-01;2015-12-31;2014-07-14;427;262.55;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;5;7.0;60.97;0;2;0.0;0;1
19617;19;Male;1640.0;2015-10-05;2019-07-31;2019-01-01;2019-06-30;2019-02-27;154;1170.83;1;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;133.0;2;7.0;59.01;15;3;0.0;0;1
19618;19;Male;1710.0;2018-11-07;2018-11-07;2018-07-01;2018-12-31;2018-11-13;352;50.9;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0;7.0;34.02;6;1;0.0;0;0
19619;3;Male;0.0;2019-07-16;2019-07-16;2019-07-01;2019-12-31;2019-10-19;12;129.65;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5;2.0;17.14;6;1;0.0;0;0
19620;7;Male;0.0;2018-07-17;2018-07-17;2019-07-01;2019-12-31;2019-10-19;12;340.6;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;17.0;19;2.0;6.28;2;2;0.0;0;0
19621;7;Male;0.0;2014-06-24;2016-03-22;2015-01-01;2015-12-31;2015-07-30;236;513.2;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.0;57;2.0;17.42;14;3;0.0;0;1
19622;27;Male;2690.0;2016-06-15;2016-07-31;2016-01-01;2016-12-31;2016-07-28;3;58.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0;7.0;45.99;4;0;0.0;0;1
19623;40;Female;4380.0;2017-10-02;2018-09-07;2018-01-01;2018-12-31;2018-01-20;230;285.1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1;4.0;34.84;0;1;0.0;0;1
19624;27;Female;2780.0;2019-01-15;2019-04-11;2019-01-01;2019-06-30;2019-03-08;34;75.0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0;7.0;59.01;2;0;0.0;0;1
19625;39;Female;4660.0;2014-10-13;2015-09-16;2015-01-01;2016-06-30;2015-01-30;229;300.7;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0;7.0;240.03;0;1;0.0;0;1
19626;35;Female;4640.0;2017-12-06;2018-07-31;2018-01-01;2018-12-31;2018-07-16;15;169.7;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;9.0;0;7.0;60.97;4;0;0.0;0;1
19627;22;Female;2310.0;2018-09-26;2019-03-12;2019-01-01;2019-06-30;2018-10-02;161;127.9;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;7.0;59.01;0;0;0.0;0;1
19628;34;Female;3830.0;2015-02-27;2019-10-31;2019-07-01;2019-12-31;2019-10-19;12;1757.8;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;325.0;1;7.0;58.03;10;5;0.0;0;1
19629;42;Female;3050.0;2016-01-12;2017-02-08;2017-01-01;2017-06-30;2017-01-12;27;334.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;83.0;0;7.0;30.03;4;2;0.0;0;1
19630;21;Male;1110.0;2018-10-17;2018-10-17;2019-07-01;2019-12-31;2019-10-31;0;274.4;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.0;1;7.0;52.01;18;1;0.0;0;0
19631;35;Female;3230.0;2018-11-05;2019-05-11;2019-01-01;2019-06-30;2019-02-22;78;270.4;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0;7.0;60.97;0;0;0.0;0;1
19632;26;Female;1740.0;2015-03-02;2015-09-16;2015-01-01;2015-06-30;2015-04-29;140;99.1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;0;7.0;60.97;7;1;0.0;0;1
19633;52;Female;6130.0;2014-09-26;2018-09-07;2018-01-01;2018-12-31;2018-06-06;93;1411.0;0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;122.0;88;2.0;17.42;2;4;0.0;0;1
19634;20;Female;1080.0;2017-09-07;2019-07-31;2018-07-01;2018-12-31;2018-10-29;275;228.0;1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;81.0;0;7.0;38.01;10;1;0.0;0;1
19635;22;Female;2230.0;2019-03-06;2019-06-11;2019-01-01;2019-06-30;2019-05-23;19;96.2;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;0;7.0;60.97;8;0;0.0;0;1
19636;25;Male;2710.0;2015-10-14;2015-12-05;2015-07-01;2015-12-31;2015-10-29;37;33.6;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0;7.0;51.03;4;0;0.0;0;1
